customer_id,product_id,basket_date,basket_count,label
1227904,43482185,2019-06-16,3,1
10458906,3714100,2019-06-16,2,0
1070869,46130148,2019-06-16,2,0
28037137,34981913,2019-06-16,2,0
20098151,35167685,2019-06-16,2,0
16049544,53560311,2019-06-16,2,0
12376998,50836009,2019-06-16,3,1
32756438,53035093,2019-06-16,2,0
3460147,50436075,2019-06-16,2,0
31600282,31780330,2019-06-16,2,0
15177298,2963490,2019-06-16,2,0
33513547,5995368,2019-06-16,2,0
5226041,46134461,2019-06-16,2,0
29697847,44767226,2019-06-16,2,0
943919,37215955,2019-06-16,2,0
29462763,35191492,2019-06-16,2,0
25752881,36481470,2019-06-16,2,0
10673417,86003,2019-06-16,2,0
10673417,39648211,2019-06-16,2,0
33650865,50462654,2019-06-16,2,0
10702365,49226769,2019-06-16,2,0
13483322,54592777,2019-06-16,2,0
14571889,32570198,2019-06-15,2,0
11222196,34642271,2019-06-16,2,0
2429391,31540074,2019-06-16,2,0
21354334,34081119,2019-06-15,2,0
11608660,47639646,2019-06-15,2,0
29816325,42244011,2019-06-15,3,1
14953708,49860049,2019-06-15,3,1
28758609,35545522,2019-06-15,2,0
43486119,44146315,2019-06-15,2,0
8842411,44471280,2019-06-15,2,0
2118687,38270608,2019-06-15,2,0
2118687,32586402,2019-06-15,2,0
38547897,32792042,2019-06-15,2,0
6527616,44267470,2019-06-15,2,0
13943634,31884711,2019-06-15,2,0
40802277,38950239,2019-06-15,2,0
42884718,34035848,2019-06-15,2,0
4810556,33781223,2019-06-15,2,0
26633229,33028936,2019-06-15,3,1
27507650,4915558,2019-06-15,3,1
10974747,2864832,2019-06-15,2,0
43594568,31614416,2019-06-15,2,0
13635398,5977588,2019-06-15,2,0
23424372,40455682,2019-06-15,2,0
4950885,46072637,2019-06-15,2,0
31041476,35810906,2019-06-15,2,0
6945297,37758603,2019-06-15,2,0
3492878,50116869,2019-06-15,2,0
10872901,39845663,2019-06-15,2,0
5932302,34859104,2019-06-15,2,0
4897641,34525548,2019-06-15,2,0
35960037,31541857,2019-06-15,3,1
6128936,46296421,2019-06-15,2,0
7463078,37356069,2019-06-15,2,0
3436696,26496209,2019-06-15,2,0
10233112,52238545,2019-06-15,2,0
2469408,42383131,2019-06-15,3,1
16158773,41883914,2019-06-15,2,0
924399,44767258,2019-06-15,2,0
11404710,51887498,2019-06-15,2,0
6677529,50231451,2019-06-15,2,0
36710547,458885,2019-06-15,2,0
38962029,51030750,2019-06-15,2,0
34042133,31125069,2019-06-15,2,0
39799296,42780162,2019-06-15,2,0
14491963,39684405,2019-06-15,2,0
10334216,34525502,2019-06-15,2,0
27659902,34689678,2019-06-15,2,0
17398974,34441398,2019-06-16,2,0
2256737,6538172,2019-06-15,2,0
1612736,4451125,2019-06-15,2,0
5984987,51034595,2019-06-15,2,0
11004573,50596116,2019-06-15,3,1
30996342,46364529,2019-06-15,2,0
36585170,41144281,2019-06-15,2,0
6075886,35109012,2019-06-15,2,0
26633229,43524799,2019-06-15,2,0
6371156,32251825,2019-06-15,2,0
12272,232285,2019-06-15,2,0
41608570,31720319,2019-06-15,2,0
42968094,6531200,2019-06-14,2,0
36115179,3213828,2019-06-14,2,0
39042643,39359897,2019-06-14,3,1
33869609,48964455,2019-06-14,2,0
1639831,3937199,2019-06-14,2,0
1049021,4795856,2019-06-14,2,0
30769451,43332848,2019-06-14,3,1
7906530,32418640,2019-06-14,2,0
15278569,42114320,2019-06-14,2,0
4697099,40736994,2019-06-14,2,0
19625674,48726494,2019-06-14,2,0
33878826,31978880,2019-06-14,2,0
1599524,44746811,2019-06-14,2,0
37373667,41727481,2019-06-14,2,0
11089130,53669665,2019-06-14,2,0
23713179,46692673,2019-06-14,3,1
7768276,35607765,2019-06-14,2,0
31276656,40594443,2019-06-14,2,0
21414215,52199862,2019-06-14,2,0
15741841,50891208,2019-06-14,2,0
16042702,40760526,2019-06-14,2,0
16048941,46167279,2019-06-14,2,0
15741841,48031618,2019-06-14,2,0
1547464,39827537,2019-06-14,2,0
31550010,41313598,2019-06-14,2,0
26788522,34407849,2019-06-18,2,0
30085572,51183379,2019-06-18,4,3
12857595,50601765,2019-06-18,2,0
21898560,40448251,2019-06-18,2,0
13372025,40204599,2019-06-18,2,0
12304334,41381269,2019-06-18,3,1
31638616,35505100,2019-06-18,2,0
14273568,43888529,2019-06-18,3,1
18146945,32282126,2019-06-18,2,0
24742239,49650994,2019-06-18,2,0
10416769,50059355,2019-06-18,2,0
1578791,31573900,2019-06-18,2,0
7782295,32613496,2019-06-18,4,3
15606177,3177325,2019-06-18,2,0
6948836,3058908,2019-06-18,3,1
22573283,39543957,2019-06-18,2,0
4130872,52403341,2019-06-18,2,0
34531043,48018509,2019-06-18,2,0
22963164,33109072,2019-06-18,2,0
7150976,47047732,2019-06-18,2,0
18506470,52924977,2019-06-18,2,0
39744737,40276077,2019-06-18,2,0
19061408,37078285,2019-06-18,2,0
34857404,38195391,2019-06-18,2,0
7653228,32242274,2019-06-18,2,0
20997659,49119444,2019-06-18,2,0
35334684,6194478,2019-06-18,2,0
16915612,37674279,2019-06-18,2,0
44415679,46280444,2019-06-18,2,0
19282386,55445659,2019-06-18,3,1
15367725,48051805,2019-06-18,2,0
15853025,6911634,2019-06-18,2,0
42839839,51881932,2019-06-18,2,0
20575244,51981259,2019-06-18,2,0
30656308,50390402,2019-06-19,2,0
5897414,46106748,2019-06-19,2,0
10437074,3735903,2019-06-19,3,1
30617300,32128322,2019-06-19,2,0
20517889,32229707,2019-06-19,2,0
17420231,31560347,2019-06-18,2,0
20380836,41771898,2019-06-19,2,0
6683186,34373617,2019-06-19,2,0
24464827,48631902,2019-06-18,2,0
13475802,44076001,2019-06-18,2,0
14735625,47108940,2019-06-19,2,0
20653843,32397777,2019-06-18,4,3
7130239,1069267,2019-06-18,2,0
17915586,46040537,2019-06-18,2,0
12273495,42887442,2019-06-14,2,0
6723024,44167642,2019-06-14,2,0
26115146,32099744,2019-06-15,2,0
23531841,50784707,2019-06-14,2,0
8571659,1069456,2019-06-14,2,0
853186,46876805,2019-06-14,2,0
44212229,2301364,2019-06-15,4,3
10113448,25458659,2019-06-14,2,0
5040972,31288872,2019-06-14,2,0
31498743,47891714,2019-06-14,2,0
33039898,49047266,2019-06-13,3,1
32774082,51840644,2019-06-13,2,0
10478837,44749980,2019-06-13,2,0
17020047,6938963,2019-06-13,2,0
11174575,33855676,2019-06-13,2,0
1036934,47365687,2019-06-13,2,0
27353728,33966228,2019-06-13,2,0
23893799,49267348,2019-06-13,2,0
23893799,51744192,2019-06-13,2,0
8707143,40946466,2019-06-13,2,0
29865301,46651068,2019-06-13,2,0
22691390,44289413,2019-06-13,2,0
41131037,48093124,2019-06-13,2,0
2222812,46264677,2019-06-13,2,0
8655171,1069969,2019-06-13,2,0
1838899,53610850,2019-06-13,2,0
16826822,46315448,2019-06-13,2,0
12359985,6362696,2019-06-13,2,0
9917254,35504415,2019-06-13,2,0
17674158,50147514,2019-06-13,3,1
30647820,38656612,2019-06-13,2,0
43233031,51304424,2019-06-13,3,1
13710368,2174680,2019-06-13,2,0
28588808,43518444,2019-06-13,2,0
29680005,46234841,2019-06-13,2,0
6707480,6687642,2019-06-13,2,0
25479094,36803109,2019-06-13,2,0
14393628,40275989,2019-06-13,2,0
11055739,52784074,2019-06-13,2,0
10753151,31928645,2019-06-13,2,0
20400518,48339717,2019-06-13,2,0
38367645,50935511,2019-06-13,2,0
9649603,75827,2019-06-13,2,0
26604896,34743697,2019-06-13,2,0
4130264,48498705,2019-06-13,2,0
35422870,41666127,2019-06-13,2,0
23401238,31544299,2019-06-13,2,0
1051979,33259863,2019-06-13,2,0
32676666,4359177,2019-06-13,2,0
10661854,2486022,2019-06-13,2,0
17936038,40302663,2019-06-12,2,0
25601143,33059472,2019-06-13,2,0
13216368,51821518,2019-06-12,2,0
5391782,40573366,2019-06-12,2,0
17010521,31074229,2019-06-12,2,0
34955959,33976946,2019-06-12,3,1
10465604,48660783,2019-06-12,2,0
43811620,45607225,2019-06-12,5,2
44028198,36287318,2019-06-12,4,3
24639135,34759897,2019-06-12,2,0
23809874,51257148,2019-06-12,2,0
10970628,35490500,2019-06-12,2,0
38387437,43893061,2019-06-12,2,0
34713662,46275901,2019-06-12,2,0
34548622,42617386,2019-06-12,2,0
11353053,33272213,2019-06-12,2,0
20654394,3373740,2019-06-12,2,0
3233686,51577916,2019-06-12,2,0
25707035,48161383,2019-06-12,2,0
21168306,37214422,2019-06-12,2,0
11313419,38272202,2019-06-12,2,0
33918182,34417305,2019-06-12,2,0
10609460,42366284,2019-06-12,2,0
40020822,35210234,2019-06-12,2,0
26432100,1290866,2019-06-12,2,0
32967274,43914080,2019-06-12,2,0
30649267,2584954,2019-06-12,2,0
18986938,41631706,2019-06-12,2,0
4946613,50614243,2019-06-12,2,0
17910202,2119554,2019-06-12,3,1
11328733,6071932,2019-06-12,2,0
1117990,42001725,2019-06-12,2,0
10044453,45995859,2019-06-12,2,0
17586951,47498750,2019-06-11,3,1
4232633,31264988,2019-06-12,2,0
14536264,31929332,2019-06-11,2,0
16083360,32062664,2019-06-11,2,0
43964413,49563351,2019-06-12,2,0
3799237,46882361,2019-06-11,2,0
24989857,31574046,2019-06-11,2,0
9905865,2389219,2019-06-12,2,0
37108659,33135320,2019-06-11,2,0
37003864,194476,2019-06-11,2,0
2693398,2037881,2019-06-11,3,1
13871654,52400203,2019-06-12,4,3
27338143,37119662,2019-06-12,2,0
6415039,1263668,2019-06-12,2,0
8309537,6057155,2019-06-11,2,0
35097013,44743774,2019-06-11,2,0
20703289,35606222,2019-06-11,2,0
8848196,37956563,2019-06-11,2,0
16415127,39271497,2019-06-11,2,0
2043297,39429530,2019-06-11,2,0
20653360,3373776,2019-06-12,2,0
1606255,31614873,2019-06-11,2,0
43800788,33455785,2019-06-11,2,0
14207427,42804748,2019-06-11,2,0
26640040,35628135,2019-06-11,3,1
12388090,52100301,2019-06-11,2,0
5836969,37635455,2019-06-11,2,0
13738776,47103092,2019-06-11,2,0
1256572,46223058,2019-06-11,2,0
18525838,36526014,2019-06-11,2,0
14542584,34325708,2019-06-11,2,0
20793903,36883703,2019-06-11,3,1
18852448,35714519,2019-06-11,2,0
15240260,42718843,2019-06-11,2,0
42126412,50144709,2019-06-11,3,1
4338804,32088797,2019-06-11,2,0
18923,39543957,2019-06-11,2,0
20888996,45867008,2019-06-11,2,0
5519703,37138687,2019-06-11,2,0
22153719,48170286,2019-06-11,2,0
25227328,47480321,2019-06-11,2,0
28451724,34758456,2019-06-11,2,0
5222234,44071680,2019-06-11,2,0
2194263,47629632,2019-06-11,2,0
23873565,43547553,2019-06-11,2,0
3817124,32785847,2019-06-11,2,0
4110592,31670163,2019-06-11,2,0
30386658,42204957,2019-06-10,2,0
10984058,36262723,2019-06-10,2,0
4251897,49635300,2019-06-10,4,3
37882313,75982,2019-06-10,2,0
37878482,35574453,2019-06-10,2,0
29430541,37673669,2019-06-10,2,0
38770403,33855721,2019-06-10,2,0
29194179,48100893,2019-06-10,2,0
16992703,46265269,2019-06-10,2,0
5752656,49269021,2019-06-10,2,0
14449256,48726515,2019-06-10,2,0
8991620,37867230,2019-06-10,2,0
8991620,26619559,2019-06-10,2,0
42603942,2574017,2019-06-10,2,0
11601751,5937271,2019-06-10,2,0
11018038,39897558,2019-06-10,3,1
40171904,50808810,2019-06-10,2,0
42272533,41248653,2019-06-10,2,0
9914727,49072861,2019-06-10,2,0
12345984,2119180,2019-06-10,2,0
10076914,52599106,2019-06-10,2,0
28072411,45608891,2019-06-10,2,0
11192694,46819379,2019-06-10,2,0
1464368,52814926,2019-06-10,2,0
35209912,40189771,2019-06-10,4,3
13667156,45521272,2019-06-10,2,0
10652667,53646587,2019-06-10,2,0
43762876,47590184,2019-06-10,3,1
4000201,48798489,2019-06-10,2,0
5672659,36367433,2019-06-10,3,1
4984868,32282141,2019-06-10,2,0
9663092,31539844,2019-06-10,2,0
23165057,43807033,2019-06-10,2,0
7894818,51890468,2019-06-10,2,0
27044277,44246310,2019-06-10,2,0
31827880,50791389,2019-06-10,2,0
4658766,46190992,2019-06-10,2,0
7317954,41494469,2019-06-10,2,0
11972023,38429796,2019-06-10,2,0
42152862,40570017,2019-06-10,2,0
32237011,39860130,2019-06-10,2,0
9731632,34861166,2019-06-10,2,0
40311615,43447584,2019-06-10,2,0
40562111,2901279,2019-06-10,3,1
40234331,48472946,2019-06-10,2,0
3668008,31264088,2019-06-10,2,0
32556504,35564684,2019-06-11,2,0
1948876,32044498,2019-06-11,2,0
9085224,2269240,2019-06-11,2,0
33731480,42378988,2019-06-10,2,0
12095897,35667782,2019-06-10,2,0
12466578,35461777,2019-06-10,2,0
12741498,38075718,2019-06-10,2,0
14745127,35412812,2019-06-10,2,0
18429167,49049060,2019-06-10,2,0
11192694,4134720,2019-06-10,2,0
11192694,1762367,2019-06-10,3,1
43167288,49072850,2019-06-10,2,0
5845919,3305158,2019-06-10,2,0
8628598,6887765,2019-06-10,2,0
30713502,35208525,2019-06-09,2,0
12028941,30584059,2019-06-09,2,0
22596705,34169047,2019-06-09,2,0
839579,42888848,2019-06-09,2,0
22570980,32449568,2019-06-09,2,0
39891240,5808231,2019-06-09,2,0
2379443,5218021,2019-06-09,2,0
23170687,41192576,2019-06-09,3,1
13723735,3579675,2019-06-09,2,0
15559320,46021583,2019-06-09,3,1
21630318,33362780,2019-06-10,2,0
29566040,46893636,2019-06-10,2,0
1209985,52636823,2019-06-10,2,0
25022242,39050105,2019-06-09,2,0
18613667,46933789,2019-06-09,2,0
14373489,42712581,2019-06-09,3,1
15575753,42466586,2019-06-09,2,0
41262923,34683768,2019-06-09,2,0
13755862,35140433,2019-06-10,2,0
10587160,49072861,2019-06-10,2,0
7044948,31708695,2019-06-10,2,0
17416239,47348594,2019-06-10,2,0
876917,46000191,2019-06-10,2,0
874825,46197367,2019-06-10,2,0
8370564,51789135,2019-06-09,2,0
43022907,47851883,2019-06-09,2,0
12683346,3169147,2019-06-09,2,0
14523922,38268878,2019-06-10,2,0
15757042,39577246,2019-06-09,2,0
12249601,37206583,2019-06-09,2,0
33271119,51436245,2019-06-09,2,0
14526152,35093214,2019-06-09,2,0
1743686,33277800,2019-06-09,2,0
1797396,53560303,2019-06-09,2,0
22527,27104159,2019-06-09,2,0
1448984,44615244,2019-06-09,2,0
20124178,6967678,2019-06-09,2,0
7046780,26038409,2019-06-09,2,0
41915867,46212951,2019-06-09,2,0
24787951,31760428,2019-06-09,2,0
2205334,49613083,2019-06-09,2,0
3741114,42051826,2019-06-09,2,0
28246172,41884885,2019-06-09,2,0
15319966,47939117,2019-06-09,3,1
8980600,37789891,2019-06-09,2,0
13016133,51872774,2019-06-09,2,0
28507042,32229572,2019-06-09,2,0
43590331,31909620,2019-06-09,2,0
17296588,35526884,2019-06-09,2,0
6262657,50600656,2019-06-09,2,0
43685191,39627247,2019-06-09,2,0
1344621,34013459,2019-06-09,2,0
6834886,49227282,2019-06-09,2,0
42772762,31675406,2019-06-09,2,0
1940535,6790877,2019-06-09,2,0
5378891,49518400,2019-06-09,2,0
1041847,926057,2019-06-09,3,1
13016886,46402233,2019-06-09,2,0
4867906,37504935,2019-06-09,2,0
5401806,46983348,2019-06-09,2,0
7178842,32271331,2019-06-09,2,0
11267882,35104494,2019-06-09,2,0
8773677,46344914,2019-06-09,2,0
40954306,42585086,2019-06-09,3,1
10476832,6710132,2019-06-09,2,0
35202210,35446681,2019-05-31,2,0
30250774,1817899,2019-05-31,5,2
5396459,42267693,2019-05-31,2,0
10941009,41916311,2019-05-31,2,0
37911392,36464485,2019-05-31,2,0
23618413,46753009,2019-05-31,2,0
2598060,46395494,2019-05-31,2,0
22467597,47864493,2019-05-31,4,3
4496741,35157226,2019-05-31,2,0
30602544,34643094,2019-05-31,2,0
20298980,42680059,2019-05-31,2,0
7603224,32242160,2019-05-31,2,0
12586321,7163202,2019-05-31,2,0
29395547,40148176,2019-05-31,2,0
17775124,4038698,2019-05-31,2,0
13357475,41666105,2019-05-31,2,0
14411070,40737726,2019-05-31,2,0
39888573,34231804,2019-05-31,2,0
42971797,2926387,2019-05-31,2,0
17770584,41955736,2019-05-30,4,3
41778713,48412037,2019-05-31,2,0
23015915,32729157,2019-06-01,2,0
7305800,2590086,2019-05-30,2,0
9273014,47498750,2019-05-31,2,0
18984005,35542817,2019-05-30,3,1
42901451,47065021,2019-05-30,2,0
26992248,45542737,2019-05-30,2,0
37967678,43843236,2019-05-31,2,0
27571069,2516917,2019-05-30,2,0
17451751,41055706,2019-05-30,2,0
979605,48180382,2019-05-30,2,0
18128940,42717473,2019-05-30,2,0
9476102,32193947,2019-05-30,2,0
42114407,50830370,2019-05-30,2,0
41879347,38300838,2019-05-30,2,0
14828895,49536881,2019-05-30,2,0
14555986,35815433,2019-05-30,2,0
9186380,35455205,2019-05-30,2,0
34297507,6772765,2019-05-30,3,1
11004449,5771528,2019-05-30,2,0
10890326,2525349,2019-05-30,2,0
3674104,31436706,2019-05-30,3,1
18401341,46265830,2019-05-30,2,0
18514496,32613412,2019-05-30,2,0
24504465,14626909,2019-05-30,2,0
6622389,46399218,2019-05-30,2,0
35051713,48662959,2019-05-30,2,0
3125584,46130148,2019-05-30,2,0
22544958,41518248,2019-05-30,2,0
18582682,2205258,2019-05-30,5,2
26652097,39932740,2019-05-30,2,0
40629174,36524491,2019-05-30,2,0
11230356,42738485,2019-05-30,2,0
1913258,31302953,2019-05-30,2,0
12462443,49244342,2019-05-30,2,0
30707948,47882506,2019-05-30,2,0
24441836,1069992,2019-05-30,2,0
2387598,41695418,2019-05-31,2,0
43033667,51657194,2019-06-01,2,0
10871751,32881677,2019-05-29,3,1
35373121,37619876,2019-05-30,2,0
15248145,36460533,2019-05-29,2,0
31714338,42709284,2019-05-29,2,0
41886667,34935878,2019-05-30,2,0
23132989,37282152,2019-05-29,2,0
35771516,3721117,2019-05-30,2,0
36170151,46948784,2019-05-29,2,0
4000919,579438,2019-05-29,2,0
1816911,46296993,2019-05-29,2,0
7115174,49833636,2019-05-29,2,0
14156811,36921717,2019-05-29,2,0
41156153,31731709,2019-05-29,2,0
3113027,42793827,2019-05-29,2,0
42134508,50153105,2019-05-29,3,1
42632726,41884885,2019-05-29,2,0
12851438,38451951,2019-05-29,2,0
827244,41017861,2019-05-29,2,0
42076235,44742433,2019-05-29,2,0
24374452,34937153,2019-05-29,2,0
12057509,44439082,2019-05-29,2,0
35493962,46608628,2019-05-29,2,0
1546248,34641601,2019-05-29,2,0
26298686,3177311,2019-05-29,2,0
42041680,43454321,2019-05-29,2,0
5981417,38659252,2019-05-29,2,0
25458345,33914175,2019-05-29,2,0
11678182,47918282,2019-05-29,2,0
22880921,36882826,2019-05-29,3,1
31605714,34709106,2019-05-29,3,1
42809494,42276302,2019-05-29,2,0
42196868,46286574,2019-05-29,2,0
34807773,32054321,2019-05-29,3,1
23793284,40576144,2019-05-29,2,0
2451756,42717473,2019-05-29,2,0
41539050,44704486,2019-05-29,2,0
21700599,39782810,2019-05-29,2,0
19912903,31698629,2019-05-29,4,3
15620411,38137406,2019-05-29,2,0
10628622,51400039,2019-05-29,2,0
17003757,45789049,2019-05-29,2,0
32185322,32921059,2019-05-29,2,0
14051477,47993173,2019-05-29,2,0
6414907,38633681,2019-05-29,2,0
34673895,32184467,2019-05-29,3,1
10750015,36514103,2019-05-29,2,0
37649774,44199847,2019-05-29,2,0
42123294,46719101,2019-05-28,2,0
11348365,34999480,2019-05-28,2,0
23390601,2676242,2019-05-28,3,1
17975466,5043529,2019-05-28,2,0
34900245,50317552,2019-05-28,2,0
11455296,39118761,2019-05-28,2,0
22218879,46223762,2019-05-28,2,0
32137840,7080239,2019-05-28,2,0
41920916,49989019,2019-05-28,2,0
28429658,3542132,2019-05-28,3,1
14025815,42585510,2019-05-28,4,3
35623249,35778574,2019-05-28,2,0
15298262,33893185,2019-05-28,2,0
6005770,7066841,2019-05-28,2,0
26337435,32113030,2019-05-28,2,0
33856339,7082068,2019-05-28,2,0
42287167,40972875,2019-05-28,3,1
2672509,46828105,2019-05-28,2,0
18386240,2747816,2019-05-28,2,0
42271550,45326600,2019-05-28,2,0
27073576,31620511,2019-05-28,4,3
29459861,880282,2019-05-28,4,3
35786784,1768618,2019-05-28,2,0
23903614,34859104,2019-05-28,2,0
32193498,37303198,2019-05-28,2,0
35557121,202408,2019-05-28,2,0
24801586,33269884,2019-05-28,2,0
31606985,3030968,2019-05-28,2,0
26887778,48215499,2019-05-28,2,0
31430734,41709071,2019-05-28,2,0
41247709,47127535,2019-05-28,2,0
10317043,45999574,2019-05-28,2,0
7210390,31301485,2019-05-28,2,0
6676525,50079883,2019-05-28,2,0
6917044,43247927,2019-05-28,2,0
12212223,49839188,2019-05-28,2,0
18064400,33449287,2019-05-28,2,0
32759289,35598700,2019-05-28,2,0
21550289,46876583,2019-05-28,2,0
12559303,37734171,2019-05-28,4,3
23037981,38335548,2019-05-28,2,0
41497056,38775500,2019-05-28,3,1
11194348,35636968,2019-05-28,2,0
38753657,35134949,2019-05-28,2,0
17223642,48383749,2019-05-28,2,0
42074263,35420610,2019-05-28,2,0
29878399,32921290,2019-05-28,2,0
41990742,4174663,2019-05-28,3,1
3073013,6053776,2019-05-28,2,0
42728177,47425520,2019-05-28,2,0
20055170,33519120,2019-05-28,2,0
10419615,47094884,2019-05-28,2,0
20793153,40218885,2019-05-28,2,0
31829242,11299809,2019-05-28,2,0
30424582,35907590,2019-05-28,2,0
21342823,4370161,2019-05-28,3,1
26165880,3405285,2019-05-28,2,0
23058999,38338503,2019-05-28,2,0
12649158,34046086,2019-05-28,2,0
41761309,40276001,2019-05-28,3,1
954977,38115727,2019-05-28,2,0
11105321,31818893,2019-05-28,3,1
15906798,40384315,2019-05-28,3,1
14009553,42154778,2019-05-28,2,0
34658195,35434277,2019-05-28,2,0
13755862,3539880,2019-05-28,2,0
24163148,43532156,2019-05-28,2,0
8580713,6638151,2019-05-28,2,0
16198912,32586840,2019-05-28,2,0
41502206,43798368,2019-05-28,3,1
10681350,156060,2019-05-28,3,1
21037821,32283579,2019-05-28,2,0
17769680,40945068,2019-05-28,2,0
16355904,34426437,2019-05-28,2,0
23540394,3633284,2019-05-28,2,0
21132249,50539304,2019-05-28,2,0
17734198,35187319,2019-05-28,2,0
4322538,28741509,2019-05-28,2,0
15915437,6519992,2019-05-28,2,0
24936371,38330333,2019-05-28,2,0
4540003,35146653,2019-05-28,2,0
1121600,32046918,2019-05-28,2,0
28948720,6052272,2019-05-28,2,0
6077855,33781233,2019-05-28,2,0
34204514,43411921,2019-05-28,2,0
20205826,47150866,2019-05-28,2,0
12662941,31648894,2019-05-28,2,0
5890086,35196289,2019-05-28,2,0
13839071,45296133,2019-05-28,2,0
20600381,36764403,2019-05-28,2,0
1064741,40293805,2019-05-28,2,0
33779521,7023155,2019-05-28,2,0
41824577,1058234,2019-05-28,3,1
21723241,49946923,2019-05-28,2,0
41629840,50615221,2019-05-28,2,0
25205025,45815236,2019-05-28,2,0
13398649,43785097,2019-05-28,2,0
6646465,35504413,2019-05-28,2,0
10991963,46478416,2019-05-28,2,0
1546248,3680857,2019-05-28,2,0
11729889,42654367,2019-05-28,2,0
23004957,37077821,2019-05-28,3,1
4714215,4737355,2019-05-28,3,1
26084308,49269590,2019-05-28,2,0
14365801,4593965,2019-05-28,2,0
41857895,5747437,2019-05-28,2,0
15713721,44781584,2019-05-28,2,0
6564136,32251206,2019-05-28,3,1
22090157,34759937,2019-05-28,2,0
33019913,32566957,2019-05-28,2,0
20909262,22749259,2019-05-28,2,0
34833066,38510384,2019-05-28,2,0
4008767,47166736,2019-05-28,2,0
29051309,3714465,2019-05-28,2,0
13497390,43483315,2019-05-28,2,0
20963776,35144038,2019-05-28,2,0
24352515,50602115,2019-05-28,2,0
13281853,2626776,2019-05-28,2,0
35601139,3242033,2019-05-28,3,1
42201388,51365661,2019-05-28,3,1
